pkid,name,description,tkmodel,tkdeviceprotocol
30db6386-e057-ff1f-51b7-21514d2fbe35,AN3D6FE59F58003,SCKA Insertion 209-983-4486,30027,0
a363803a-9b4b-340c-0c2f-d463f9a05bec,AN3D6FE59F58005,SCKA Warehouse 209-983-4473,30027,0
536198eb-a696-7d26-8e7b-3c6bc7ab5018,AN3D6FE59F58001,SCKA Mechanic 209-983-4470,30027,0
67d0c02b-9c67-37bb-3b80-5242d9656040,AN3D6FE59F58006,SCKA Warehouse 209-983-4475,30027,0
558ad2c1-4f44-008e-499d-806a62b129be,AN3D6FE59F58002,SCKA Warehouse 209-983-4470,30027,0
f8c14f99-3619-47fa-8681-946f94e0dd91,AN3D6FE59F58007,SCKA Warehouse 209-983-4471,30027,0
7e5e3650-1ca9-0425-c159-a6b63bbd626e,AN3D6FE59FE8004,BTFA Warehouse 500-211-2050,30027,0
ef6d1d57-a2cf-ea5a-8a09-35c993247abd,AN3D6FE59FE8005,BTFA Warehouse 500-211-2051,30027,0
3ec3e947-b930-1c68-c562-0ab07f200b49,AN3D6FE59FE8006,BTFA Analog 801-887-4001,30027,0
55fac4c3-62c3-16c4-8e52-b8a54b39e0a1,AN3D6FE59FE8007,BTFA Breakroomn 500-211-2004,30027,0
a8a91598-3e89-7bbb-6265-65e2e4265510,AN3D6FE59FE8008,FXE BTFA FAX 801-908-2499,30027,0
22cd1862-2d7b-fd10-18b6-6d57ad27cd04,AN3D6FE59FE800A,BTFA FAX SHOP 801-887-4090,30027,0
10ae8069-9faf-90b5-41b5-5280b23569ec,AN3D6FE59FE8000,Paging BTFA Paging 500-211-7676,30027,0
4fe4b747-5c40-72e0-fefa-a3f6be2342b8,AN3D6FE59FE8001,BTFA Vehicle Mnt. Area 801-887-4044,30027,0
795976c8-076e-db8d-0964-0629201d93ab,AN3D6FE59FE8009,BTFA Warehouse 500-211-2052,30027,0
e592bb2b-d261-33f0-adf5-7a26588d8886,AN3D6FE59FE8002,BTFA Vehicle Mnt. Area 801-887-4044,30027,0
38808d8a-ca48-499f-3ad6-8c593eb198ef,AN3D6FE59FE8003,BTFA Vehicle Mnt. Area 801-887-4044,30027,0
2b5d1c1b-c09e-f0f4-3bcb-a2b2b68e8b7d,AN3D6FE5A198000,MKER Paging 5002117676,30027,0
e143c5de-e9e6-a390-a83a-d2afb784da84,AN3D6FE5A19800C,MKER Warehouse 2 500-211-2054,30027,0
e7d930a9-3446-4105-d199-ed18ca6c55b8,AN3D6FE5A198001,MKER Front Office Bell 5002112070,30027,0
4e35103f-8d04-9dd0-109b-843701e05add,AN3D6FE5A198002,MKER Door 18 500-211-2050,30027,0
0c3775d7-c642-42d3-f90c-66e4fa2f9e55,AN3D6FE5A198003,MKER Heavyweight Office Fax 4142945976,30027,0
ed727081-7842-ba94-ff0c-f81ba46d3a5e,AN3D6FE5A198004,MKER Postal Fax 4142945950,30027,0
89e7a968-57f4-cd10-267a-19a94b21845e,AN3D6FE5A198005,MKER Ram Agents Fax 4142945993,30027,0
12cd56e8-8e63-d6bf-7729-819628e581ea,AN3D6FE5A19800D,MKER Break Room 500-211-2004,30027,0
1ea5aa78-0aa6-3d27-c3e6-a9c0c32bb18e,AN3D6FE5A198006,MKER Recruitment Fax 4142945991,30027,0
b71d514e-1bcc-5336-34ce-463939b01005,AN3D6FE5A19800E,MKER ACMX Fax 414-294-5989,30027,0
97997ce1-a0c6-8274-afc9-0428e00e0558,AN3D6FE5A198007,MKER Door 34 500-211-2052,30027,0
59d831ca-0f40-f150-704d-fe54b7904432,AN3D6FE5A198008,MKER Warehouse 1 500-211-2055,30027,0
50e41cbc-663f-6311-4803-3b1746303f1a,AN3D6FE5A198009,MKER Trane Modem 4142945977,30027,0
3c866b11-f4bf-02bf-5a65-d50ebcb54121,AN3D6FE5A19800A,MKER VMX Office 4142945982,30027,0
85e686dc-0e33-ec1c-c50b-8d7ffebd2f65,AN3D6FE5A19800B,MKER Door 29 500-211-2053,30027,0
48811e1f-329e-a159-2f9f-52b1c4dac47b,AN3D6FEE3A50005,OMAA Warehouse A3 402-537-7261,30027,0
96a8e3ff-ac90-1a24-f341-fde56a2bef49,AN3D6FEE3A50006,OMAA Warehouse A4 402-537-7279,30027,0
27f273c5-19cb-3c0c-bf24-8ce0f49bb04b,AN3D6FEE3A50007,OMAA Warehouse A5 402-537-7283,30027,0
22c3a102-adea-e118-02b6-417b4a2f8868,AN3D6FEE3A50009,OMAA Warehouse A7 402-537-7282,30027,0
0c42d933-ab47-24e5-f4bd-cfccbc8c44d3,AN3D6FEE3A5000A,OMAA Break Room 402-537-7251,30027,0
78b827be-e645-653d-b556-7593a7d2e52e,AN3D6FEE3A50008,OMAA Warehouse A6 402-537-7281,30027,0
c4efe8ee-4d03-f3cb-8d6b-35c8936bd780,AN3D6FEE3A50000,OMAA Paging 500-211-7676,30027,0
c790537e-302c-4c32-cae3-728ca0c81c57,AN3D6FEE3A50002,OMAA Customer Courtesy 402-537-7269,30027,0
2abe0d24-f04b-469e-da61-0afef7673d55,AN3D6FEE3A50003,OMAA Warehouse A1 402-537-7266,30027,0
bcb0e535-d48f-d545-2cbf-bccea98fabb9,AN3D6FEE3A50004,OMAA Warehouse A2 402-537-7263,30027,0
8215ce90-ff3f-7c64-eb41-adb08e27bdf1,AN46D659F7E0006,NZJA Vehicle Maintenance Fax 949-788-8471,30027,0
64913e31-3938-ac82-deda-82189a168b1f,AN46D659F7E0000,NZJA Mid Belt 1 500-211-2050,30027,0
924a2555-2895-2a22-a98d-a314012a36ab,AN46D659F7E0008,NZJA Maintenance Bell 500-211-2071,30027,0
29577efa-5924-2486-b18a-357b4d8554cb,AN46D659F7E0004,NZJA Paging 500-211-7676,30027,0
0d2ecfed-b29e-c7a5-b530-b4ffe8abad9c,AN46D659F7E0005,NZJA Main Fax 949-788-8431,30027,0
26e3d239-12fc-e905-b677-049076025f78,AN46D65A5D20001,JFKR GSE Maintenance Bell 718-995-5370,30027,0
176b6561-1b43-0c76-3236-91d3e8dfeb78,AN46D65A5D20000,JFKR HTO truck Maintenance 718-995-3139,30027,0
451ea6b2-4530-f252-9428-2f0de205c221,AN46D65A8A68001,SFBA Paging,30027,0
655cb3d8-be54-9a83-744c-9768e91c3860,AN46D65A8A68003,FXE SFBA NightBell 500-211-2070,30027,0
e5fa104a-eaa2-aed7-016b-3c5e2c5c4d32,AN46D65A8AB000F,"""Warehouse A4, Left Wall, Check-in (NCQA)""",30027,0
d697d8e9-ff18-05c4-b1f6-a8a13cb682fd,AN46D65A8AB000E,"""Warehouse E8, Poles 78/79 (NCQA)""",30027,0
bc8718d3-f058-64b4-a66f-3789b59650ed,AN46D65A8AB000D,"""Warehouse A8, Poles 38/39 (NCQA)""",30027,0
32c0a9d0-7f53-dc5d-9733-ca22e66d806c,AN46D65A8AB000C,"""Warehouse E8, Poles 70/71 (NCQA)""",30027,0
4b31faf3-e0e6-0a67-d941-ef7698160cdd,AN46D65A8AB0000,NCQA Paging 500-211-7676,30027,0
fcdc1818-9003-69fc-f3c5-5158bca5c66f,AN46D65A8AB0001,Ringer Port( Configured For the Ringer),30027,0
86ec657e-c84b-7b93-2f9c-2c8fd23c186e,AN46D65A8AB0002,Fax line port,30027,0
81f85391-c846-7f00-a0a6-d7b0fd0564f9,AN46D65A8AB0003,"""Warehouse E8, Left Wall, Center (NCQA)""",30027,0
4ad06e49-2111-e4fd-626f-bcbc5696fa6a,AN46D65A8AB0004,"""Warehouse E8, Left Wall, Back Corner (NCQA)""",30027,0
a8536279-5de7-f267-86fc-8433789967ec,AN46D65A8AB000B,"""Warehouse A8, Poles 46/47 (NCQA)""",30027,0
a645cc48-d94c-3443-2e0b-037d1c363720,AN46D65A8AB0006,"""Warehouse A8, Right Wall, Back Corner (NCQA)""",30027,0
595f3193-074f-5b34-2e8c-9c47232cc82d,AN46D65A8AB0008,"""Warehouse A4, Right Wall, Spill Cleanup (NCQA)""",30027,0
82e1ad2c-c3ce-cf03-1159-6a806bc3acf0,AN46D65A8AB0007,"""Warehouse A8, Right Wall, Center (NCQA)""",30027,0
d76f0ded-9328-1bb3-3998-d6d1c7503075,AN46D65A8AB0009,"""Warehouse A4, Parking Spots 54/55 (NCQA)""",30027,0
2638d20e-099b-8cc1-0661-f73649803f08,AN46D65A8AB000A,"""Warehouse E4, Poles 62/63 (NCQA)""",30027,0
f77092f6-ddc6-1969-d19d-8ba069010fe9,AN46D65A8AB0010,770-956-3640 - Sr Manager FAX (NCQA),30027,0
b2403cdb-69f9-62c7-4227-49194da98e45,AN46D65A8B88005,INDRT Warehouse 317-821-4763 - Disconnected/Not in Service,30027,0
55ef5314-7ea1-fcef-8588-f91c12aa2454,AN46D65A8B88004,INDRT Warehouse 317-821-4754 - Disconnected/Not in Service,30027,0
4a4d9d8a-cce4-34dd-e1e0-4823849cc226,AN46D65A8B88003,INDRT Warehouse 317-821-4761 - Disconnected/Not in Service,30027,0
7cbc8887-c353-51cc-c75c-1a3926318d52,AN46D65A8B88017,INDRT Vehicle Maint Fax 317-821-2725,30027,0
6663b427-c189-8318-6b3f-fbd7a2eb204c,AN46D65A8B88016,INDRT Marsha Broadus fax 317-821-2726,30027,0
0a198503-cdaf-1e75-88f7-2ea12380b069,AN46D65A8B88015,INDRT Lisa Smith Fax 317-821-2824,30027,0
fe16f319-a3b4-c180-2a78-3bf633128819,AN46D65A8B88014,INDRT Shop Bell 317-821-2850,30027,0
5d6b281b-02f5-99a2-65be-85cd91d0cd5c,AN46D65A8B88013,INDRT 2nd Fl Dispatch Fax 317-821-2834,30027,0
e95ee0bc-24d4-6ef7-63bb-ce163ec81927,AN46D65A8B88012,INDRT Outside Front 317-821-2787,30027,0
1433cd7a-b286-deb6-5608-59d21fdaeb0f,AN46D65A8B88011,INDRT Fax 317-821-2873,30027,0
511041a5-8123-4c14-0fcd-2197a2444f81,AN46D65A8B88010,INDRT WSSA Fax 317-821-2796,30027,0
5fe22fd7-6214-dd34-a76f-8954c1f29393,AN46D65A8B8800F,INDRT Sr Manager Fax 317-821-2899,30027,0
ff9558c1-6df6-0812-7542-1336eabe3067,AN46D65A8B88002,INDRT Warehouse 317-821-4758 - Disconnected/Not in Service,30027,0
5d918316-89ff-f873-5db9-b3cea60c03e6,AN46D65A8B8800E,INDRT Admin Fax 317-821-2774,30027,0
a0659646-038d-39b6-d601-be3843f56b51,AN46D65A8B88000,Paging (INDRT) 500-211-7676,30027,0
d3048ae8-cddd-1b05-97b1-902bd1b64b48,AN46D65A8B8800D,INDRT Hallway Wall Phone 317-821-2747,30027,0
03591e4b-8b07-d46c-b04a-dd9d94e621f1,AN46D65A8B8800C,INDRT Couier Check In 317-821-2746,30027,0
b83f35be-f64b-1d90-9907-83355be9a066,AN46D65A8B8800B,INDRT Hall Wall by Rm 117 317-821-2732,30027,0
972697a5-b072-48ea-b431-6ace4b54b2d7,AN46D65A8B8800A,INDRT Break Room 317-821-2736,30027,0
389e7c7e-477a-3a9c-8895-da7d8eff2557,AN46D65A8B88009,INDRT Break Room 317-821-2737,30027,0
063d0af8-aa2a-5107-f355-f2d60c110f80,AN46D65A8B88008,INDRT Warehouse 317-821-4751 - Disconnected/Not in Service,30027,0
e263284f-b7e5-2c25-9ab5-24a2d775dbd2,AN46D65A8B88007,INDRT Warehouse 317-821-4752 - Disconnected/Not in Service,30027,0
78a6344c-c45a-8854-abf9-679568c114b1,AN46D65A8B88006,INDRT Warehouse Col C9 317-821-4756 - Disconnected/Not in Service,30027,0
e2ba5830-93c1-7585-39fd-9ae8a48e9295,AN46D65A8B88001,INDRT Warehouse 317-821-4759 - Disconnected/Not in Service,30027,0
e2c543fa-734f-515b-6081-8577f40db92e,AN46D65A8C60001,FAYA Loud Bell 500-211-2070,30027,0
b8a9e6dd-98a1-ad26-8650-8849f035e657,AN46D65A8C60000,FAYA Paging 500-211-7676,30027,0
387803e7-99ec-d226-9e44-a1d2d4334fb3,AN46D65A8C60002,FAYA Loud Bell 2 500-211-2071,30027,0
834f4669-2b89-c055-923c-6e4d2169b438,AN46D65A8CF000A,CLDA Belt Line 5 - 760-602-4767,30027,0
01600655-8e38-b0b8-91c4-3868780236ee,AN46D65A8CF000B,CLDA Top Side - 760-602-4768,30027,0
b48ce87a-247f-2307-3831-679b30a8e844,AN46D65A8CF000C,Sony Setup - 760-602-4769,30027,0
9dfb6451-20fd-b809-8ca3-a6152f6ac1a9,AN46D65A8CF0004,CLDA Dock 2 - 760-602-4761,30027,0
3bed1d13-8bce-fb88-77aa-041539251d1a,AN46D65A8CF0003,CLDA Dock 1 - 760-602-4760,30027,0
2cba0c24-a031-aade-aea2-2150db7cecfb,AN46D65A8CF0002,CLDA FAX 760-602-4756,30027,0
8b036cb1-3c53-37c5-dc7e-ac2d48e865c4,AN46D65A8CF0000,CLDA Paging 500-211-7676,30027,0
5f0a54f0-40b9-14b1-d947-1a534c6ea577,AN46D65A8CF0001,CLDA Loud Bell 760-602-4751,30027,0
c091f246-77fa-50b1-c0ed-d5181f8f4f40,AN46D65A8CF0005,CLDA Dock 3 - 760-602-4762,30027,0
38f81a67-f8af-3b1f-f253-fbc066bc5109,AN46D65A8CF0006,CLDA Belt Line 1 - 760-602-4763,30027,0
39bb58a5-629f-46a7-041e-ae6471c2c2bb,AN46D65A8CF000D,Break Room - 760-602-4770,30027,0
113e2118-4db2-41ec-0551-248fd8ddcad0,AN46D65A8CF000E,CLDA Shop 500-211-2001,30027,0
d714ea5b-b6f7-6a1c-c5e1-636cbe63eaba,AN46D65A8CF000F,CLDA Shop Wall 2 500-211-2002,30027,0
bd5b3542-594c-a4a7-645b-2a1ebf1964a2,AN46D65A8CF0007,CLDA Belt Line 2 - 760-602-4764,30027,0
1ede1dbf-4bb0-2e28-b905-35b20754292f,AN46D65A8CF0008,CLDA Belt Line 3 - 760-602-4765,30027,0
c6d2eac8-0c1f-2861-448a-a927dc99102e,AN46D65A8CF0009,CLDA Belt Line 4 - 760-602-4766,30027,0
09ea6e4e-abf2-ca51-a770-ad93e2dd6f7d,AN46D65A8D38002,EKAA Paging 5002117676,30027,0
10f4cfcd-2bca-53f1-d335-c91f14048008,AN46D65A8D38004,EKAA Night Bell 5002112070,30027,0
bd7bc4ce-350f-df0c-4bf0-f1f46121156b,AN46D65A8E10000,BTVA Loud Bell,30027,0
7787f961-87c8-5fc2-d6c1-daad57e35d41,AN46D65A8F78017,MMUA Mechanic Bell 500 211 2250,30027,0
be622753-0eed-1ee2-7300-b9bed055b6bc,AN46D65A8F78000,MMUA Pagning,30027,0
5c49a825-12d9-c6df-4f54-1d60b1e8b499,AN46D65A8F78016,MMUA Mechanic Bell 500 211 2250,30027,0
f7e8ef86-176a-eb6e-5d96-fb06ebd083c2,AN4E05872370003,,30027,0
46f81d7e-1659-7746-62b6-25041a1d0809,AN4E05872370000,,30027,0
5685e426-18ff-3279-6b93-7b84392ec761,AN4E05872370001,,30027,0
214f148c-245f-ac96-7874-4611144478d6,AN4E05872370005,,30027,0
15cc1964-9d23-3adf-18c4-66993d65b26d,AN4E05872370004,,30027,0
b1577a25-b5c6-1d72-4315-fa2f9cd3a46f,AN4E05872370002,,30027,0
44a476d1-6ab1-35d1-4f9d-3d853634f482,AN4E05872370009,,30027,0
f635c6a5-1abf-ba40-d19c-87491de41c27,AN4E05872370008,,30027,0
76b52563-861c-a0d1-ca64-717a83641d1e,AN4E0587237000A,,30027,0
2a939457-3414-1f25-1f25-b3dd4816fb71,AN4E05872370007,,30027,0
fdf0e92b-b715-eab2-13a9-d1ff1da40791,AN4E05872370017,,30027,0
da852d7f-f4f9-815c-193d-b8705d7bfee1,AN4E0587237000B,,30027,0
dbf78f38-77c0-0b14-8547-d96c7901524c,AN4E05872370006,,30027,0
422176a6-dba7-457e-a27b-ae6ad0e213cf,AN4E058726D0000,LAWA Paging 500-211-7676,30027,0
1ce87f7d-ea9e-ece6-3412-afdb4490452e,AN4E058727A8001,LRDA FAX 500-211-2070,30027,0
edc2316c-87e5-2b6e-d5d7-40e04c1e10df,AN4E058727A8000,LRDA Paging 500-211-7676,30027,0
63080506-02b4-7098-49ab-76bd02f67578,AN4E058727A8002,LRDA Ringer Bell 500-211-2055,30027,0
461ac472-a132-bb0c-81f4-1a0579d37f83,AN4E058727A8004,AN4E058727A8004,30027,0
f78ec158-a2cc-efa7-d6b4-05d53668c1f0,AN4E058727A8003,LRDA Gatekeeper warehouse Ringer 500-211-2063,30027,0
fe260637-542a-8c3c-3730-f2fed635579e,AN4E058729E8002,,30027,0
9f98958c-d01f-dcc5-2f5c-d5f69787b11a,AN4E058729E8001,,30027,0
79f02cf3-f8ad-9498-e60d-358079edb947,AN4F5243E080001,External Ringer Bell 724-772-0631,30027,0
42397959-6b5b-6ec2-9cba-676cfa6d9b1f,AN4F5243E080000,BFDA PAGING 5002117676,30027,0
b94feb29-c4ab-e2c0-d476-186b2f135aa3,AN6549AE8C60000,OTHA Paging 500-211-7676,30027,0
24ffb1f9-e9da-2e7c-b553-2dc9a8210985,AN6549AE8C60001,OTHA Loud Bell 500-211-2090,30027,0
08822262-7384-325a-80f5-d14083e3bee3,AN6549AE95A8001,DAYR Bell 500-211-2090,30027,0
d0e35853-6361-328b-4bab-87af50fb1649,AN6549AE95A8000,DAYR Paging 500-211-7676,30027,0
46bcdfb3-e156-cea8-2541-15846fbf2b85,AN776DC253A0017,MSOA2 Paging Code - 5002117676,30027,0
1b4067f7-8042-dc45-dead-ca89b534f9c1,AN776DC253A0000,MSOA2 Fax PVM - 406-303-3503,30027,0
1108df0a-ba09-ae5b-43a3-c2dea5d54e21,AN776DC253A0001,MSOA2 Fax - 406-303-3504,30027,0
f7c1cadc-338e-0f64-4d43-0ad0da4f1ba7,AN776DC253A0002,MSOA2 VMX Fax - 406-303-3505,30027,0
0e3b7f1b-1c77-0cc3-8190-e574fff64535,AN776DC253A0003,MSOA2 VMX Loud Bell - 406-303-3498,30027,0
f5c2481c-7d2c-d3c8-d972-2488a22e533b,AN8B9DBF2B00410,ATLR - Vehicle Mx Analog - 4042092793,30027,0
0a680364-bfae-a30b-c290-6dc999213e9d,AN8B9DBF2B00411,ATLR - Air freight sales - 4042092726,30027,0
05dd80a2-0070-3256-6bb9-9e0d945e74bb,AN8B9DBF2B00412,ATLR - AM Truck Desk - 4042092834,30027,0
0d8b5f52-d225-c390-9c61-217f89c12baa,AN8B9DBF2B00413,ATLR 404-209-2848,30027,0
ec9f0d69-f3b5-b47f-94be-9b8f87b648f8,AN8B9DBF2B00414,ATLR - Break Rm - 4042092872,30027,0
4704ed08-080e-dbee-4836-a9f6e354c05f,AN8B9DBF2B00415,ATLR - Service master  - 4042092890,30027,0
3c0b5988-89e2-9e2f-c487-7af37bedda4c,AN8B9DBF2B00416,ATLR - Rick Middleton - 4042092828,30027,0
ce835997-29ea-78a5-1044-fa6b6c979aea,AN8B9DBF2B00417,ATLR - Break Rm - 4042092759,30027,0
f4e585da-dbae-ab32-d35d-6ee4524aaee5,AN8B9DBF2B00418,ATLR - Break Rm - 4042092735,30027,0
07c36808-cdf8-37c0-46b0-9a6edeaafb34,AN8B9DBF2B0041A,ATLR - Heavyweight Office  - 4042092768,30027,0
79555702-61eb-d8d3-f503-c66ee6de4d32,AN8B9DBF2B00402,ATLR Frank Brogan Fax 4042092741,30027,0
03430c02-0ce3-c931-962a-4d1ddfb3a139,AN8B9DBF2B00400,500-211-7676 Paging (ATLR),30027,0
0bac59eb-5ec1-d66d-3349-395316db80fd,AN8B9DBF2B00403,ATLR - Aircraft Mngt Fax - 4042092763,30027,0
1266f923-101f-0363-ac23-05afd12e97a2,AN8B9DBF2B00401,500-211-7677 Paging-2 (ATLR),30027,0
60888591-762b-6238-8d34-7d2edc087e76,AN8B9DBF2B00404,ATLR - Facility MX Fax - 4042092815,30027,0
d0532a50-aba0-c828-bd87-c0cf6b4a93fc,AN8B9DBF2B00405,ATLR - Aircraft Store Line - 4042092845,30027,0
714d48a2-525a-00eb-62ef-661e5188968c,AN8B9DBF2B00406,ATLR - Kerry Mason Fax - 4042092886,30027,0
a91f61df-4e73-0b9f-f183-f23bcad095d1,AN8B9DBF2B00407,ATLR - Steve Luton Fax - 4042092894,30027,0
6c913b5c-919e-ffe7-0e97-fcc7a0e5b5e9,AN8B9DBF2B00408,ATLR - Expedite Office Fax - 4042092895,30027,0
999de5e3-0a0f-97fd-93fd-b91631290645,AN8B9DBF2B00409,ATLR - Keith Smith Sr Fax - 4043052910,30027,0
7c0c6832-eb24-bd07-cb49-03c5e2b6e6a0,AN8B9DBF2B0040A,ATLR - Engineering Fax - 4042092787,30027,0
1ae93fce-b36a-dbe1-34f4-fcb5c6d4bb1d,AN8B9DBF2B0040B,ATLR - Vehicle Mx Analog - 4042092707,30027,0
ddc62fd8-e9bd-fa84-8c14-9e5aadac1012,AN8B9DBF2B0040C,ATLR - Ramp Office fax - 4042092723,30027,0
8ba55293-920f-18ab-b820-992f5bd737d6,AN8B9DBF2B0040D,ATLR - Lois Burnett Fax - 4042092756,30027,0
64e7c6e5-f44b-2c13-95e9-82bc62d8a609,AN8B9DBF2B0040E,ATLR - Lisa Sims Fax - 4043052997,30027,0
e72013db-4c9e-8ad2-e859-901e55614528,AN8B9DBF2B0040F,ATLR - Vehicle Mx Analog - 4042092769,30027,0
d1346568-69ad-66ca-9184-cd0d6dd3ab7f,AN8B9DBF2C80403,MIA Homeland FAX 786-265-6820,30027,0
a02c734e-fdab-3377-547e-dca71d6a177c,AN8B9DBF2C80404,MIA Hallway Admin 500-211-2050,30027,0
57aaaeb1-0434-de38-13c4-72e85c3e5b20,AN8B9DBF2C80405,MIA Hallway Admin 500-211-2051,30027,0
f3da66ba-42a9-be26-430a-4e1b62543b7a,AN8B9DBF2C80406,MIA Security Gate Back 786-265-6632,30027,0
108042b9-d1c4-4a1b-6046-24c86732a3d9,AN8B9DBF2C8041A,FXE-MIAR 786-265-6745 Copy Rm 241A fax,30027,0
9c97056a-f7cf-404b-51af-87ec217b67da,AN8B9DBF2C80419,FXE-MIAR 786-265-6740 Copy Rm 241A fax,30027,0
13919a78-27e9-de7c-6020-1c53641cd06b,AN8B9DBF2C80402,MIA Vehicle Maintenance Bell 786-265-6509,30027,0
9a44c664-bd20-64be-1667-32a95b80d380,AN8B9DBF2C80401,MIA Feeder Ops 786-265-6610,30027,0
8bdd842d-dfec-b024-148e-34c9c4e11c25,AN8B9DBF2C80418,FXE-MIAR 786-265-6739 Copy Rm 226A fax,30027,0
29645e76-a884-8444-d9c8-ac9ccc7a4456,AN8B9DBF2C80417,FXE-MIAR 786-265-6738 Copy Rm 202 fax,30027,0
8b17805d-c6e3-118d-ce7b-0e14e61c8b50,AN8B9DBF2C80400,MIA Paging Zone 1 Warehouse 500-211-7670,30027,0
5afb8bdc-5f10-3994-4290-6db9c41e1d0d,AN8B9DBF2C8040D,MIA Security Lot Pedastool OUT 500-211-2032,30027,0
e5f243f8-9054-932f-be5e-dd0ac63e543a,AN8B9DBF2C8040E,MIA Back Gate Pedastool IN 500-211-2033,30027,0
3327c600-e24d-44fe-30c2-6168f204feca,AN8B9DBF2C8040F,MIA Vehicle Maintenance Bell 786-265-6509,30027,0
3e7e0554-769a-475a-ed78-30e3b32e7591,AN8B9DBF2C80407,MIA FTN FAX 786-265-6814,30027,0
122622a8-8857-82a0-51fe-dc4e493e1523,AN8B9DBF2C8040C,MIA Security Lot Pedastool IN 500-211-2031,30027,0
55df9e25-b3d7-f2bf-7c26-3e547f6c5e26,AN8B9DBF2C8040B,MIA Parking Lot Pedastool 500-211-2030,30027,0
01abbfe8-6a2f-6c07-98ff-b0e749639504,AN8B9DBF2C8040A,MIA Paging All Zones 5002117673,30027,0
bd78f2ef-5b27-d783-daf6-c135cf903461,AN8B9DBF2C80409,MIA Paging 2nd Floor Zone 3 500-211-7672,30027,0
be7013be-6868-cf13-3ffd-33f11557c0c6,AN8B9DBF2C80410,MIA Vehicle Maintenance Bell 786-265-6509,30027,0
d577cc12-1405-d6d0-d50c-535ccf814088,AN8B9DBF2C80411,MIA Building Sort Maintenance FAX 786-265-6627,30027,0
cb18f5a2-8660-6c83-127c-6cfdf00e61cd,AN8B9DBF2C80412,MIA Security Specialist 786-265-6805,30027,0
943ec0eb-d7ec-ca23-53ee-36cf7051dcd7,AN8B9DBF2C80413,FXE-MIAR 786-265-6734 IDA Fax,30027,0
b6f23750-8075-d1fb-00ff-70b3eb4074ab,AN8B9DBF2C80408,MIA Paging Ground Floor Zone 2 500-211-7671,30027,0
f3046fd6-7b5b-348a-508c-16c6b423f400,AN8B9DBF2C80416,FXE-MIAR 786-265-6737 Copy Rm 130A fax,30027,0
3f87ecfb-6882-9ca6-24d8-f3f44d513a19,AN8B9DBF2C80415,FXE-MIAR 786-265-6735 IDA Fax,30027,0
150ddd5e-b802-416f-fb27-f0e07b6e759c,AN8B9DBF2C80414,FXE-MIAR 786-265-6735 IDA Fax,30027,0
31e3ee55-7e0e-4278-6237-1a14498b4767,AN8B9DBFAE80404,LAXR Crew Room Fax 310-348-2178,30027,0
88f84d9b-adae-ce11-aef0-607d7abe41c4,AN8B9DBFAE80403,LAXR Shop ringer 1491 500-211-2071,30027,0
92d340c6-0a9d-cf50-883c-ba48d9c5a6b3,AN8B9DBFAE80402,LAXR GSE Router Modem 310-641-4712,30027,0
08a39221-bf98-166e-39c3-b20b410948fc,AN8B9DBFAE80401,LAXR  Guard Shack Shadow Ave 500-211-2031,30027,0
bdfd81b9-9634-eb6e-a588-5af45b9fac98,AN8B9DBFAE80400,LAXR East Gate Guard Shack 500-211-2030,30027,0
0b1b11d8-8121-42da-c74b-36078f5ebc94,AN8B9DBFAE80425,LAXR Loud bell 500-211-2070,30027,0
33c7cf75-5e21-d788-55a6-ea3fd4285dc2,AN8B9DBFAE80426,LAXR Radio 310-348-2252,30027,0
8ed87aaa-1bf3-8a21-d212-8272055535f6,AN8B9DBFAE80420,LAXR Container weigh Station 310-348-2022,30027,0
36ca8db9-8a5a-e4b3-5c30-0d7353ca8dfa,AN8B9DBFAE80427,LAXR Honeywell 310-348-2254,30027,0
9358b049-1d5c-3520-1653-0d1244b35eae,AN8B9DBFAE80435,GSE Shop Loud Bell (Klaxon),30027,0
c08ac830-45f6-d97c-9d94-6e445e5b5efa,AN8B9DBFAE80428,LAXR MODEM 310-348-2190,30027,0
9f260fae-ceb1-2c76-9241-da8a9a781d8c,AN8B9DBFAE80429,LAXR MMAILM 310-348-2199,30027,0
5ea3a8c7-ce54-7bd3-ce11-617d4c401802,AN8B9DBFAE8042A,LAXR MODEM 310-348-2213,30027,0
e1e02bd1-0018-e4dc-91cf-db69e10e58c1,AN8B9DBFAE80434,AN8B9DBFAE80434,30027,0
6059da23-62c7-91a1-d7ec-a3ba967d014c,AN8B9DBFAE8042B,LAXR INFO 310-348-2248,30027,0
2c1f6948-4bf2-1782-46cd-71447a405a4c,AN8B9DBFAE8042C,LAXR MODEM 310-348-2260,30027,0
88527706-3e8a-5b4c-c289-8a9357a78511,AN8B9DBFAE8042D,LAXR MODEM 310-348-2261,30027,0
5a76e7d5-d182-0f3a-e0df-49f8f909b322,AN8B9DBFAE8042E,LAXR Gate Call Box 500-211-2073,30027,0
f0e2e064-1f19-de83-85e6-0f1496ab0738,AN8B9DBFAE8042F,LAXR ACRFTW 310-348-2264,30027,0
2737da3f-d917-e2e4-7cad-7306ab1c5205,AN8B9DBFAE80430,FXE GSC Shop 500-211-2072,30027,0
62616a46-8b43-24a7-ecba-7aa4d8a34bd8,AN8B9DBFAE80431,LAXR GSE Fax Machine - 310-665-4855,30027,0
e4fc8f71-1ae4-656d-8d29-188a4aac7d43,AN8B9DBFAE80432,LAXR Uniserve 310-665-4814,30027,0
